article_id,high_quality_overall,low_quality_overall,high_quality_thesis,low_quality_thesis,high_quality_persuasive,low_quality_persuasive,high_quality_reasonable,low_quality_reasonable,high_quality_self_contained,low_quality_self_contained
253,"['summary_2', 'summary_3', 'summary_4']","['summary_1', 'summary_5']","['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_2', 'summary_3', 'summary_4']","['summary_1', 'summary_5']","['summary_2', 'summary_3', 'summary_4', 'summary_5']",['summary_1'],"['summary_2', 'summary_3', 'summary_4']","['summary_1', 'summary_5']"
254,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
255,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
256,"['summary_2', 'summary_3', 'summary_4', 'summary_5']",['summary_1'],"['summary_1', 'summary_2', 'summary_3', 'summary_5']",['summary_4'],"['summary_2', 'summary_3', 'summary_4', 'summary_5']",['summary_1'],"['summary_2', 'summary_4', 'summary_5']","['summary_1', 'summary_3']","['summary_1', 'summary_3', 'summary_4']","['summary_2', 'summary_5']"
257,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_2', 'summary_3', 'summary_4', 'summary_5']",['summary_1'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
258,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_3', 'summary_4', 'summary_5']",['summary_2']
259,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
260,"['summary_1', 'summary_3', 'summary_5']","['summary_2', 'summary_4']","['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_3', 'summary_5']","['summary_2', 'summary_4']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']"
261,"['summary_3', 'summary_4', 'summary_5']","['summary_1', 'summary_2']","['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_3', 'summary_4', 'summary_5']",['summary_2'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
262,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
263,"['summary_1', 'summary_3', 'summary_4']","['summary_2', 'summary_5']","['summary_1', 'summary_2', 'summary_3', 'summary_4']",['summary_5'],"['summary_1', 'summary_3', 'summary_4', 'summary_5']",['summary_2'],"['summary_1', 'summary_3', 'summary_4']","['summary_2', 'summary_5']","['summary_1', 'summary_3', 'summary_4', 'summary_5']",['summary_2']
264,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
265,"['summary_1', 'summary_2', 'summary_3', 'summary_4']",['summary_5'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_4']","['summary_2', 'summary_3', 'summary_5']","['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4']",['summary_5']
266,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_2', 'summary_3', 'summary_4', 'summary_5']",['summary_1'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
267,"['summary_1', 'summary_5']","['summary_2', 'summary_3', 'summary_4']","['summary_1', 'summary_5']","['summary_2', 'summary_3', 'summary_4']","['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']","['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
268,"['summary_1', 'summary_2', 'summary_3', 'summary_5']",['summary_4'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4']",['summary_5'],"['summary_1', 'summary_2', 'summary_3', 'summary_5']",['summary_4'],"['summary_1', 'summary_2', 'summary_3']","['summary_4', 'summary_5']"
269,"['summary_1', 'summary_3', 'summary_4', 'summary_5']",['summary_2'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_3', 'summary_4']","['summary_2', 'summary_5']"
270,"['summary_2', 'summary_3', 'summary_4', 'summary_5']",['summary_1'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_2', 'summary_3', 'summary_4', 'summary_5']",['summary_1'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
272,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_4', 'summary_5']",['summary_3'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
273,"['summary_2', 'summary_3', 'summary_4', 'summary_5']",['summary_1'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_2', 'summary_3', 'summary_4', 'summary_5']",['summary_1'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_2', 'summary_3', 'summary_5']","['summary_1', 'summary_4']"
274,"['summary_1', 'summary_2', 'summary_3', 'summary_5']",['summary_4'],"['summary_1', 'summary_3', 'summary_5']","['summary_2', 'summary_4']","['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_5']","['summary_3', 'summary_4']"
275,"['summary_2', 'summary_3']","['summary_1', 'summary_4', 'summary_5']",['summary_2'],"['summary_1', 'summary_3', 'summary_4', 'summary_5']","['summary_2', 'summary_3']","['summary_1', 'summary_4', 'summary_5']","['summary_2', 'summary_3']","['summary_1', 'summary_4', 'summary_5']","['summary_2', 'summary_3']","['summary_1', 'summary_4', 'summary_5']"
276,"['summary_2', 'summary_3', 'summary_5']","['summary_1', 'summary_4']","['summary_1', 'summary_4']","['summary_2', 'summary_3', 'summary_5']","['summary_3', 'summary_5']","['summary_1', 'summary_2', 'summary_4']","['summary_2', 'summary_3', 'summary_5']","['summary_1', 'summary_4']","['summary_2', 'summary_3', 'summary_4', 'summary_5']",['summary_1']
278,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_4', 'summary_5']",['summary_3'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_4', 'summary_5']",['summary_3']
279,"['summary_1', 'summary_5']","['summary_2', 'summary_3', 'summary_4']","['summary_1', 'summary_5']","['summary_2', 'summary_3', 'summary_4']","['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_3', 'summary_5']","['summary_2', 'summary_4']","['summary_1', 'summary_2', 'summary_5']","['summary_3', 'summary_4']"
280,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_2', 'summary_3', 'summary_4']","['summary_1', 'summary_5']","['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_5']",['summary_4'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
281,"['summary_2', 'summary_4', 'summary_5']","['summary_1', 'summary_3']","['summary_1', 'summary_2', 'summary_3']","['summary_4', 'summary_5']","['summary_1', 'summary_2', 'summary_4', 'summary_5']",['summary_3'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_2', 'summary_3', 'summary_4', 'summary_5']",['summary_1']
282,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
283,['summary_1'],"['summary_2', 'summary_3', 'summary_4', 'summary_5']","['summary_1', 'summary_5']","['summary_2', 'summary_3', 'summary_4']","['summary_1', 'summary_2', 'summary_3', 'summary_4']",['summary_5'],"['summary_1', 'summary_2']","['summary_3', 'summary_4', 'summary_5']","['summary_1', 'summary_3', 'summary_5']","['summary_2', 'summary_4']"
284,"['summary_3', 'summary_4', 'summary_5']","['summary_1', 'summary_2']","['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_3', 'summary_4', 'summary_5']",['summary_2'],"['summary_2', 'summary_3', 'summary_4', 'summary_5']",['summary_1']
285,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
286,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_2', 'summary_3']","['summary_1', 'summary_4', 'summary_5']","['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
288,"['summary_1', 'summary_2', 'summary_4', 'summary_5']",['summary_3'],"['summary_1', 'summary_2', 'summary_4', 'summary_5']",['summary_3'],"['summary_1', 'summary_2', 'summary_4', 'summary_5']",['summary_3'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
289,"['summary_1', 'summary_4', 'summary_5']","['summary_2', 'summary_3']","['summary_1', 'summary_4', 'summary_5']","['summary_2', 'summary_3']","['summary_1', 'summary_3', 'summary_4', 'summary_5']",['summary_2'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
290,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
291,"['summary_1', 'summary_2', 'summary_3', 'summary_4']",['summary_5'],"['summary_2', 'summary_3', 'summary_4']","['summary_1', 'summary_5']","['summary_1', 'summary_2', 'summary_3', 'summary_4']",['summary_5'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_4']","['summary_3', 'summary_5']"
292,"['summary_1', 'summary_3', 'summary_4', 'summary_5']",['summary_2'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_3', 'summary_4', 'summary_5']",['summary_2'],"['summary_1', 'summary_3', 'summary_4', 'summary_5']",['summary_2'],"['summary_1', 'summary_3', 'summary_4', 'summary_5']",['summary_2']
293,"['summary_3', 'summary_5']","['summary_1', 'summary_2', 'summary_4']","['summary_1', 'summary_3', 'summary_4', 'summary_5']",['summary_2'],"['summary_1', 'summary_3', 'summary_5']","['summary_2', 'summary_4']","['summary_3', 'summary_5']","['summary_1', 'summary_2', 'summary_4']","['summary_3', 'summary_5']","['summary_1', 'summary_2', 'summary_4']"
294,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_2', 'summary_3', 'summary_5']","['summary_1', 'summary_4']"
295,"['summary_3', 'summary_5']","['summary_1', 'summary_2', 'summary_4']","['summary_1', 'summary_3', 'summary_4']","['summary_2', 'summary_5']","['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_5']",['summary_4'],"['summary_1', 'summary_2', 'summary_3', 'summary_5']",['summary_4']
296,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
297,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
298,"['summary_2', 'summary_3', 'summary_4', 'summary_5']",['summary_1'],"['summary_2', 'summary_3', 'summary_4', 'summary_5']",['summary_1'],"['summary_2', 'summary_3', 'summary_4', 'summary_5']",['summary_1'],"['summary_1', 'summary_2', 'summary_3', 'summary_4']",['summary_5'],"['summary_2', 'summary_3', 'summary_4', 'summary_5']",['summary_1']
299,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_3', 'summary_5']","['summary_2', 'summary_4']","['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
300,"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_2', 'summary_3', 'summary_4', 'summary_5']",['summary_1'],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[],"['summary_1', 'summary_2', 'summary_3', 'summary_4', 'summary_5']",[]
